"","ID","ID_year","ID_Rater1","ID_Rater2","Score_Rater1","Score_Rater2","C_extra_1","C_extra_2","C_sum_1","C_sum_2","L_extra_1","L_extra_2","L_struct_1","L_struct_2","L_style_1","L_style_2","L_syntax_1","L_syntax_2"
"32789",128342,11,"0001d392","0001d39e",31,26,0,0,17,12,0,1,6,5,5,5,3,3
"32792",128343,13,"0001dbd4","0001d56a",21,23,0,0,11,16,0,0,6,3,4,4,0,0
"32795",128345,12,"0001d30e","0001d30c",29,34,0,0,21,20,0,0,5,5,3,5,0,4
"32796",128346,10,"0001d3a8","0001d51c",43,37,2,0,27,25,0,0,5,6,4,4,5,2
"32797",128347,10,"0001d381","0001d380",28,29,0,0,17,17,0,0,6,5,3,4,2,3
"32798",128348,14,"0001d669","0001a9c1",45,35,2,0,30,27,0,0,6,5,4,3,3,0
"32799",128349,10,"0001d382","0000ce21",29,35,0,0,14,17,0,1,6,6,5,5,4,6
"32800",128350,14,"0001d393","0001d66c",44,46,1,2,25,26,1,2,6,6,6,4,5,6
"32801",128351,11,"0001daa3","0001dbb1",35,31,0,0,21,20,0,0,6,6,4,4,4,1
"32802",128352,13,"0001dc0b","0001d669",36,29,0,0,24,20,0,0,5,3,4,3,3,3
"32803",128353,12,"0001db9d","0000ceea",26,27,0,0,19,19,0,0,3,5,4,2,0,1
"32804",128354,11,"0000c9bc","0001dbea",23,25,0,0,15,17,0,0,6,5,2,2,0,1
"32805",128355,14,"0001d3a8","0001dba3",36,32,0,0,27,24,0,0,6,4,3,4,0,0
"32806",128356,12,"0001d3a0","0001dbdc",31,26,0,0,18,17,0,0,6,4,4,5,3,0
"32807",128357,14,"0001d51c","0001dbdc",34,26,0,0,24,20,0,0,6,3,4,3,0,0
"32809",128359,13,"0000ce20","0001de3e",32,38,0,0,21,28,0,0,5,6,2,2,4,2
"32810",128360,10,"0001dc15","0001b108",31,33,0,0,20,17,0,0,6,6,4,6,1,4
"32811",128361,13,"0001daa6","0000c9b7",34,27,0,0,22,21,0,0,6,4,4,2,2,0
"32812",128362,11,"0001d586","0001d66f",24,34,0,0,16,21,0,0,4,6,2,4,2,3
"32813",128363,14,"0001d382","0000cc4c",33,44,0,1,21,27,0,1,6,6,3,3,3,6
"32814",128364,11,"0001d66c","0001d393",33,29,1,0,23,20,0,0,6,6,3,3,0,0
"32815",128365,11,"0001a9cb","0001d3a1",25,31,0,0,19,24,0,0,5,6,1,1,0,0
"32816",128366,10,"0001d66c","0001d592",32,36,0,0,18,21,1,1,6,6,4,5,3,3
"32817",128367,11,"0001a9cc","0000ce1d",21,25,0,0,16,15,0,0,4,4,1,5,0,1
"32818",128368,10,"0001dbd9","0001dbc8",46,41,0,0,26,23,2,1,6,6,6,4,6,7
"32819",128369,11,"0001d51c","0001dbd9",25,24,0,0,16,17,0,0,5,3,3,3,1,1
"32820",128370,12,"0001ae08","0001d182",30,31,0,0,22,25,0,0,5,5,3,1,0,0
"32821",128371,10,"0001d5fb","0001d3a9",34,34,0,0,23,22,0,0,5,6,4,4,2,2
"32822",128372,10,"0001d3a1","0001dbcb",10,12,0,0,5,6,0,0,4,3,1,3,0,0
"32823",128373,10,"0001d457","0001b0f6",28,30,0,0,19,19,0,0,6,6,3,4,0,1
"32824",128374,13,"0001d591","0001dbf5",33,33,0,0,18,19,0,0,6,6,6,4,3,4
"32825",128375,10,"0001b108","0001dbb5",33,39,0,0,20,28,0,0,6,5,4,4,3,2
"32826",128376,12,"0001d4e2","0001d395",27,32,0,0,17,16,0,0,5,6,3,5,2,5
"32827",128376,13,"0001db8d","0001daa6",43,32,0,0,28,20,0,0,6,6,5,4,4,2
"32828",128377,11,"0001a9c1","0001dbc8",31,37,0,0,18,21,0,0,5,5,5,6,3,5
"32829",128378,11,"0001dbf1","0001d56b",30,29,0,0,21,18,0,0,6,5,3,4,0,2
"32830",128379,14,"0000ceeb","0001d570",41,45,0,2,23,26,2,2,6,4,5,5,5,6
"32831",128380,11,"0001d66f","0001d457",42,33,0,0,22,22,0,0,6,5,6,3,8,3
"32833",128382,10,"0001d3a0","0000cc35",33,33,0,0,17,19,0,0,6,6,6,5,4,3
"32834",128383,11,"0001a9cb","0001dbd5",33,34,0,0,20,21,0,0,6,5,4,5,3,3
"32835",128384,12,"0001db9d","0000ceea",26,33,0,0,18,24,0,0,4,4,4,4,0,1
"32836",128385,10,"0001dbcd","0001d39e",28,28,0,0,19,18,0,0,6,5,3,5,0,0
"32837",128386,10,"0001a9cb","0001d588",27,34,0,0,21,24,0,0,5,6,1,3,0,1
"32838",128387,13,"0001dbea","0001d8b2",27,28,0,0,19,19,0,0,5,6,3,3,0,0
"32839",128388,11,"0001d3a5","0001a9c3",28,25,0,0,20,18,0,0,6,6,2,1,0,0
"32840",128389,10,"0001b141","0001d3aa",29,25,1,0,19,15,0,0,6,5,2,3,1,2
"32841",128390,14,"0001dbe0","0001a9bf",26,30,0,0,16,21,0,0,5,4,5,5,0,0
"32842",128391,14,"0000ce13","0001d56b",38,31,0,0,22,19,0,0,6,6,5,3,5,3
"32843",128392,13,"0001b0fa","0001d577",40,35,0,0,25,21,0,0,6,6,5,4,4,4
"32844",128393,11,"0001d457","0001d57d",22,21,0,0,13,14,0,0,6,5,3,2,0,0
"32847",128395,10,"0001dbc3","0001dbd7",26,30,0,0,18,22,0,0,5,6,3,2,0,0
"32849",128395,11,"0001ae1b","0001d382",29,14,0,0,21,10,0,0,6,3,2,1,0,0
"32850",128396,11,"0001d56a","0001d8b5",28,19,0,0,17,10,0,0,6,2,5,6,0,1
"32852",128397,14,"0001d32b","0001d395",22,33,0,0,13,16,0,0,6,6,3,6,0,5
"32853",128398,10,"0001ae17","0001ae09",33,26,1,0,21,17,0,0,6,5,5,4,0,0
"32854",128399,11,"0000cee4","0000cab9",22,24,0,0,15,14,0,0,5,6,2,4,0,0
"32856",128401,11,"0001d393","0001d66c",34,34,0,1,21,24,0,0,6,6,6,3,1,0
"32857",128402,13,"0001dbc5","0001b0f6",31,26,0,0,22,17,0,0,4,6,4,3,1,0
"32858",128403,12,"0001dbc3","0001dc0b",16,16,0,0,9,9,0,0,4,4,3,3,0,0
"32860",128404,14,"0000c9b3","0001d497",33,34,0,0,19,21,0,0,5,6,5,5,4,2
"32861",128405,13,"0001d5ea","0000ce13",24,27,0,0,13,18,0,0,5,6,4,3,2,0
"32863",128406,14,"0001d8b2","0000c9ba",27,31,0,1,21,21,0,0,3,5,3,4,0,0
"32864",128407,13,"0001d3a8","0000cee3",25,32,0,0,18,21,0,0,6,6,1,4,0,1
"32865",128408,11,"0001dbbd","0001d30c",19,25,0,0,12,15,0,0,4,5,3,3,0,2
"32867",128410,10,"0001d34e","0001d5c7",31,33,0,0,22,23,0,0,6,6,3,4,0,0
"32868",128411,12,"0000c9bd","0001d3a5",27,34,0,1,20,23,0,0,4,5,2,3,1,2
"32869",128412,11,"0001d569","0001d181",34,32,0,0,27,24,0,0,4,4,3,4,0,0
"32870",128413,14,"0000cbf8","0001dbea",32,23,0,0,20,14,0,0,6,3,3,3,3,3
"32871",128414,11,"0001a9c2","0001d3a0",23,24,0,0,19,19,0,0,2,3,2,2,0,0
"32872",128414,14,"0001d57a","0001d353",24,19,0,0,18,14,0,0,3,4,3,1,0,0
"32874",128415,11,"0001d8b2","0000cbf8",31,37,0,0,22,25,0,0,5,6,4,3,0,3
"32875",128416,12,"0001d570","0001ae09",34,34,0,0,26,26,0,0,5,4,3,4,0,0
"32876",128417,14,"0000cabe","0000cabb",40,39,2,0,27,23,0,0,6,6,3,5,2,5
"32877",128418,14,"0001d8b2","0000c9ba",36,33,0,1,27,22,0,0,6,5,3,5,0,0
"32878",128419,13,"0001dc14","0001d570",27,27,0,0,15,20,0,0,6,4,3,3,3,0
"32879",128420,11,"0001a9c5","0000cee6",38,32,0,0,22,17,1,0,6,6,5,4,4,5
"32880",128421,11,"0001d66c","0001d393",38,32,1,0,24,23,1,0,4,6,5,3,3,0
"32882",128423,14,"0001d66f","0000ce20",38,35,0,0,26,25,0,0,5,6,4,2,3,2
"32883",128424,13,"0001d58a","0001dba6",28,29,0,0,18,19,0,0,4,4,3,3,3,3
"32884",128425,13,"0001a9c1","0001dbc8",36,36,1,0,27,24,0,0,4,6,4,4,0,2
"32885",128426,12,"0001d8b8","0001b0f5",22,24,0,0,11,12,0,0,6,5,4,4,1,3
"32886",128427,10,"0000cac0","0001dbd4",39,33,0,0,22,15,2,2,5,6,5,5,5,5
"32887",128428,13,"0001dc0c","0001dbe0",23,25,0,0,13,16,0,0,5,5,4,4,1,0
"32888",128429,11,"0001d4e4","0001d4e3",28,28,0,0,20,19,0,0,5,5,3,4,0,0
"32890",128430,10,"0001a9c2","0000ceea",26,27,0,0,19,21,0,0,5,5,2,1,0,0
"32891",128431,14,"0000ce21","0001d4dd",38,34,1,0,27,23,0,0,6,6,4,4,0,1
"32892",128432,10,"0001b0f5","0001dbd8",26,28,0,0,15,17,0,0,4,6,5,4,2,1
"32893",128433,11,"0001dba2","0000cabc",29,33,0,0,20,22,0,0,5,6,3,4,1,1
"32894",128434,11,"0000cccf","0001d4dd",30,33,0,0,19,21,0,0,6,6,3,4,2,2
"32895",128435,13,"0000c9ba","0001dba7",19,30,0,0,17,20,0,0,2,4,0,5,0,1
"32896",128436,11,"0001d3a9","0001d5fb",35,40,0,0,28,30,0,0,5,3,2,4,0,3
"32897",128437,10,"0001d5fb","0001d3a9",31,32,0,0,19,21,0,0,5,6,5,5,2,0
"32898",128438,13,"0001db8e","0001dbd8",27,25,0,0,20,17,0,0,5,4,2,4,0,0
"32899",128439,14,"0000c9be","0000cab4",23,19,0,0,16,15,0,0,4,3,3,1,0,0
"32900",128440,10,"0001d66f","0001dbed",20,19,0,0,15,12,0,0,3,4,2,3,0,0
"32901",128441,13,"0001dbd4","0001d569",22,27,0,0,14,18,0,0,5,6,3,3,0,0
"32902",128442,14,"0000cbf8","0001dbea",45,33,0,0,28,21,1,0,6,6,4,3,6,3
"32903",128443,14,"0001b105","0001dbed",26,23,0,0,17,16,0,0,5,5,3,2,1,0
"32905",128444,11,"0001d674","0001dbc2",35,41,0,0,22,27,0,0,6,6,4,5,3,3
"32906",128445,13,"0001d669","0001dc0b",38,36,0,0,23,22,0,0,6,6,5,4,4,4
"32907",128446,11,"0001dbb0","0000c9c0",30,42,0,0,21,27,0,0,5,6,2,5,2,4
"32908",128447,12,"0001daa6","0000ceeb",25,31,0,0,16,21,0,0,6,5,2,4,1,1
"32909",128448,11,"0001dc1c","0001dbcd",23,17,0,0,16,12,0,0,6,4,1,1,0,0
"32911",128449,11,"0001dbc3","0001d34e",38,35,1,0,27,25,0,0,5,6,5,3,0,1
"32912",128450,11,"0001d8b2","0000cbf8",37,28,0,0,25,17,0,0,6,6,3,3,3,2
"32913",128451,14,"0001d5e1","0000cd39",26,22,0,0,13,12,0,0,6,6,4,4,3,0
"32914",128452,12,"0001a9c2","0000c9b4",28,29,0,0,21,18,0,0,6,5,1,4,0,2
"32915",128453,12,"0001dbb0","0001dbf2",20,33,0,0,13,18,0,0,5,5,2,4,0,6
"32918",128456,10,"0001d3a6","0001d34e",25,25,0,0,14,16,0,0,5,6,4,3,2,0
"32920",128458,12,"0001d497","0001dbb5",36,41,0,0,25,25,0,1,5,6,3,5,3,4
"32921",128459,13,"0001d2d3","0000c9b9",25,35,0,2,22,23,0,0,3,6,0,2,0,2
"32922",128460,12,"0000ceeb","0001ae08",33,36,1,0,21,25,0,0,5,3,4,5,2,3
"32923",128461,13,"0001b141","0001d3a8",29,36,0,0,16,20,0,0,4,6,5,5,4,5
"32924",128462,13,"0000c9b4","0000c9be",11,14,0,0,4,5,0,0,3,6,3,3,1,0
"32925",128462,14,"0001d39f","0000c9be",31,27,0,0,21,20,0,0,6,4,3,3,1,0
"32926",128463,12,"0000ce21","0000cccf",31,37,0,0,23,24,0,0,4,6,4,4,0,3
"32928",128465,10,"0001dba2","0001daa6",21,24,0,0,14,16,0,0,4,5,3,3,0,0
"32930",128466,13,"0001d66f","0001dbed",16,27,0,0,12,22,0,0,1,2,3,3,0,0
"32932",128467,14,"0000cee9","0000cc35",27,26,0,0,21,20,0,0,5,6,1,0,0,0
"32933",128468,14,"0001dba3","0001ae07",32,23,0,0,22,14,0,0,4,4,4,5,2,0
"32934",128469,10,"0001d49a","0001d395",29,38,0,0,18,20,0,0,5,6,3,6,3,6
"32935",128470,14,"0000cab4","0001d3a8",40,38,1,1,26,27,0,0,6,6,4,3,3,1
"32937",128472,12,"0001b120","0001d182",34,34,1,0,23,21,1,0,4,4,2,4,3,5
"32938",128473,13,"0001a9bd","0001d497",28,23,0,0,18,15,0,0,6,5,4,3,0,0
"32939",128474,12,"0001dc14","0001dba2",29,28,0,0,21,19,0,0,4,5,4,3,0,1
"32941",128475,14,"0001d30c","0000cd39",27,33,0,0,12,20,0,0,6,6,5,4,4,3
"32942",128476,13,"0001d57a","0000cee4",27,35,0,0,21,25,0,0,3,6,3,4,0,0
"32943",128477,11,"0001d8b5","0001dbd5",31,32,0,0,22,23,0,0,6,6,3,3,0,0
"32944",128478,13,"0001d497","0001b109",26,26,0,0,16,13,0,0,4,5,3,4,3,4
"32945",128479,13,"0001de3e","0000c9c0",31,36,0,0,22,23,0,0,6,4,2,6,1,3
"32946",128480,10,"0000cee4","0000cee0",25,28,0,0,14,21,0,0,4,4,4,3,3,0
"32947",128481,12,"0001dba7","0001d5ea",40,39,1,0,21,23,1,0,6,5,5,5,6,6
"32948",128482,10,"0001d66c","0001d592",37,38,1,1,21,23,1,1,6,6,4,5,4,2
"32949",128483,12,"0000ccfc","0000ccfb",30,33,0,0,24,24,0,0,5,6,1,2,0,1
"32950",128484,11,"0000cab4","0000cee3",45,41,0,0,22,22,3,1,6,6,6,6,8,6
"32951",128485,10,"0001a9c3","0001d591",30,19,0,0,18,13,0,0,6,4,5,2,1,0
"32952",128486,14,"0001d586","0001dbb3",22,17,0,0,13,11,0,0,5,4,3,2,1,0
"32954",128487,10,"0001d33e","0001ae1c",34,33,0,0,19,23,0,0,6,6,5,3,4,1
"32955",128488,14,"0000cee4","0001dbf2",26,29,0,0,16,17,0,0,4,5,5,3,1,4
"32956",128489,14,"0001d5c7","0001d668",32,32,0,0,21,22,0,0,5,5,5,4,1,1
"32957",128490,11,"0001d51c","0001d3a8",35,41,0,1,23,27,0,0,6,6,4,4,2,3
"32959",128492,11,"0001dc1c","0001dbcd",27,30,0,0,20,19,0,0,6,5,1,3,0,3
"32960",128493,10,"0001d669","0001dbd7",40,37,0,0,24,24,0,0,5,6,6,3,5,4
"32961",128494,12,"0001d57a","0000cee4",31,42,0,0,22,25,0,2,4,5,3,4,2,6
"32962",128495,11,"0000cccf","0000cc4c",39,31,0,0,26,19,0,0,6,5,3,4,4,3
"32963",128496,10,"0001d395","0001dc1c",32,29,0,0,14,16,0,0,6,6,6,4,6,3
"32964",128497,14,"0000ceea","0001dc0c",21,15,0,0,15,10,0,0,5,4,1,0,0,1
"32965",128498,11,"0000cccf","0001d4dd",46,38,2,0,30,26,0,0,6,6,4,5,4,1
"32966",128499,10,"0001dbf2","0001a9aa",41,34,0,0,24,20,0,0,5,6,5,4,7,4
"32967",128500,14,"0001d3a0","0001d51c",29,28,0,0,19,20,0,0,6,5,4,3,0,0
"32968",128501,12,"0000c9bc","0000ce13",25,38,0,0,18,24,0,0,6,6,1,3,0,5
"32969",128502,13,"0001d34e","0000cac2",32,31,0,1,24,23,0,0,6,5,2,2,0,0
"32970",128503,14,"0000ccf0","0001a9bf",27,27,0,0,14,17,0,0,5,5,4,4,4,1
"32971",128504,14,"0001d353","0000cee4",27,28,0,0,19,18,0,0,6,5,2,5,0,0
"32972",128505,13,"0001d181","0001d8b5",20,16,0,0,15,8,0,0,3,3,2,3,0,2
"32973",128506,11,"0001d56b","0001d181",31,26,0,0,22,21,0,0,4,4,5,1,0,0
"32974",128507,11,"0001dc20","0001d570",29,29,0,0,20,21,0,0,6,4,3,3,0,1
"32975",128508,10,"0001db8d","0000cabc",35,30,1,0,20,16,0,0,6,5,5,6,3,3
"32976",128509,10,"0001ae09","0001d5fb",18,24,0,0,15,18,0,0,3,4,0,2,0,0
"32978",128509,11,"0001dbb1","0001d49b",20,24,0,0,15,17,0,0,4,5,1,2,0,0
"32980",128510,14,"0001d3a4","0001d30c",27,25,0,0,18,11,0,0,4,3,3,5,2,6
"32981",128511,10,"0000cee3","0001d32b",34,38,0,0,18,22,0,0,6,6,5,5,5,5
"32982",128512,12,"0001b0f6","0001dbb3",35,39,1,0,25,23,0,0,5,6,3,5,1,5
"32983",128513,14,"0000c9be","0000cab4",34,39,0,1,25,28,0,0,6,6,3,4,0,0
"32984",128514,10,"0001dbcb","0001a9cc",22,21,0,0,13,14,0,0,5,5,3,2,1,0
"32986",128514,11,"0001b0f6","0001dbb0",25,26,0,0,19,19,0,0,4,4,2,3,0,0
"32988",128515,10,"0001dbf5","0001d49b",25,29,0,0,19,20,0,0,4,6,2,3,0,0
"32989",128516,10,"0001d669","0001dbd7",29,31,0,0,15,17,0,0,6,6,4,4,4,4
"32990",128517,14,"0000ca9f","0001a9c2",20,25,0,0,12,18,0,0,5,5,3,2,0,0
"32991",128518,11,"0001daa3","0001dbb1",39,38,1,1,25,26,0,0,6,6,5,5,2,0
"32992",128519,11,"0001a9cb","0001d3a1",15,12,0,0,10,8,0,0,4,4,1,0,0,0
"32994",128519,12,"0000c9b3","0001ae1d",21,22,0,0,15,15,0,0,3,5,3,2,0,0
"32995",128520,11,"0000cabc","0001db8d",22,27,0,0,15,18,0,0,4,5,3,3,0,1
"32996",128521,13,"0001d5fb","0001ae08",37,35,0,1,28,25,0,0,5,4,4,5,0,0
"32997",128522,12,"0001d395","0001d32b",6,5,0,0,2,2,0,0,1,0,2,2,1,1
"32998",128522,13,"0001d3a0","0001dba3",3,6,0,0,0,2,0,0,1,1,2,2,0,1
"32999",128523,11,"0001dbb0","0000c9c0",20,34,0,0,15,25,0,0,5,4,0,3,0,2
"33000",128524,11,"0001dbea","0001a9cc",31,26,0,0,21,18,0,0,5,5,4,2,1,1
"33001",128525,13,"0001db88","0001dbcd",25,26,0,0,13,15,0,0,5,4,5,4,2,3
"33002",128526,10,"0001d5e1","0001a9bf",15,24,0,0,11,16,0,0,4,5,0,3,0,0
"33004",128528,10,"0001d51c","0000cee8",37,30,0,0,24,22,0,0,6,4,5,1,2,3
"33005",128529,10,"0000ceeb","0001ae17",24,23,0,0,15,16,0,0,5,4,4,3,0,0
"33007",128531,14,"0000cee0","0001dbce",29,31,0,0,20,22,0,0,5,6,2,3,2,0
"33008",128532,13,"0001d181","0001d56a",21,23,0,0,15,14,0,0,4,5,2,4,0,0
"33009",128533,11,"0001d578","0001d3aa",33,32,0,0,18,16,0,0,5,6,5,4,5,6
"33010",128534,13,"0001d39e","0001a9c4",33,29,0,0,25,18,0,0,4,4,3,5,1,2
"33011",128535,10,"0001d8b2","0001dbf1",27,24,0,0,19,15,0,0,6,6,2,3,0,0
"33012",128536,14,"0000cabe","0001d39f",20,30,0,0,14,18,0,0,5,6,1,5,0,1
"33013",128537,12,"0001d57a","0001a9c0",21,30,0,0,16,20,0,0,2,5,3,3,0,2
"33014",128538,10,"0001d2d3","0001d353",17,28,0,0,12,18,0,0,3,5,2,3,0,2
"33016",128538,13,"0000cccf","0000cc4c",25,28,0,0,16,15,0,0,6,6,3,4,0,3
"33017",128538,14,"0001d591","0001d3a5",30,25,0,0,18,16,0,0,5,5,4,4,3,0
"33019",128539,13,"0001dc0c","0001dbe0",26,35,0,0,17,20,0,0,4,6,4,5,1,4
"33020",128540,13,"0001a9c2","0001b141",37,40,2,2,25,27,0,0,6,6,4,5,0,0
"33021",128541,13,"0001d2d3","0000c9b9",24,22,0,0,18,16,0,0,4,4,2,2,0,0
"33022",128542,11,"0000ce21","0001d382",38,36,1,0,20,20,0,0,6,6,6,5,5,5
"33023",128543,10,"0001d3a4","0001dc08",33,32,0,0,20,15,1,2,6,5,4,4,2,6
"33024",128544,14,"0001dbff","0001dbfe",40,43,1,2,30,28,0,0,6,6,3,5,0,2
"33025",128545,14,"0001d57a","0001d590",38,34,2,0,22,23,1,0,6,6,4,5,3,0
"33026",128546,12,"0001d181","0001d8b5",22,38,0,0,15,25,0,0,6,6,1,4,0,3
"33027",128547,10,"0000cccf","0001a9bd",25,25,0,0,17,17,0,0,5,5,3,3,0,0
"33028",128548,14,"0001d33e","0000cccf",36,36,0,0,26,26,0,0,5,6,5,3,0,1
"33030",128550,11,"0001a9c5","0000ce21",34,33,0,1,21,21,0,0,5,4,5,5,3,2
"33031",128551,11,"0000c9bc","0001dbea",25,31,0,0,21,22,0,0,4,5,0,3,0,1
"33032",128552,14,"0001dc0c","0001d30e",33,23,1,0,19,15,0,0,6,5,5,3,2,0
"33033",128553,14,"0001d33e","0001d4dd",26,32,0,0,14,20,0,0,5,6,5,4,2,2
"33034",128554,11,"0001d30e","0001d5e1",25,32,0,0,18,19,0,0,4,6,3,3,0,4
"33035",128555,11,"0001d392","0001d39e",28,25,0,0,18,14,0,0,5,5,2,4,3,2
"33036",128556,11,"0001ad85","0000c9b3",27,29,0,0,12,14,0,0,6,4,5,6,4,5
"33037",128557,13,"0001ae1c","0001d8b4",35,30,0,0,23,19,0,0,6,6,3,5,3,0
"33038",128558,13,"0001d56a","0001dbfe",42,36,2,1,28,24,0,0,6,6,6,3,0,2
"33039",128559,12,"0001d382","0001b109",31,39,0,1,18,27,0,0,6,6,3,5,4,0
"33040",128560,12,"0001dbd6","0001d588",30,28,0,0,20,19,0,0,6,5,4,4,0,0
"33042",128562,10,"0001d3a0","0000cab4",34,21,0,0,25,17,0,0,5,4,3,0,1,0
"33043",128563,11,"0001a9c5","0000ce21",27,28,0,0,17,19,0,0,6,5,4,3,0,1
"33044",128564,12,"0001a9c2","0000c9b4",25,25,0,0,17,15,0,0,6,5,2,5,0,0
"33045",128565,10,"0001d8b4","0000cee6",32,43,0,2,17,22,0,2,6,6,4,6,5,5
"33046",128566,10,"0000ce21","0001d382",46,45,2,2,24,24,2,2,6,6,6,6,6,5
"33047",128567,12,"0001d8b4","0000ccfb",25,30,0,0,14,21,0,0,4,5,3,3,4,1
"33048",128568,10,"0001d395","0001dc0c",17,10,0,0,9,6,0,0,4,2,3,1,1,1
"33050",128569,11,"0001d57a","0001a9c0",31,27,0,0,22,19,0,0,6,4,3,4,0,0
"33051",128570,10,"0001dbd8","0001db8e",16,25,0,0,11,18,0,0,3,4,2,3,0,0
"33052",128571,10,"0001dbce","0001de3e",27,31,0,0,18,23,0,0,5,6,3,2,1,0
"33054",128573,11,"0001d570","0001db8e",37,35,0,0,27,24,0,0,5,6,4,3,1,2
"33055",128574,11,"0001dbf2","0001de3e",30,34,0,0,19,24,0,0,5,6,3,3,3,1
"33056",128575,10,"0001d5c7","0001dbc3",31,29,0,0,21,20,0,0,5,6,4,3,1,0
"33058",128576,11,"0001dc0c","0001d32b",32,26,0,0,27,19,0,0,3,5,2,2,0,0
"33060",128577,11,"0001dbcd","0001d49a",33,33,0,0,20,19,0,0,6,4,4,4,3,6
"33061",128578,10,"0001d382","0000ce21",25,24,0,0,13,12,0,0,6,5,3,3,3,4
"33062",128579,13,"0000cee3","0001ad83",30,37,0,0,17,25,0,0,6,5,4,6,3,1
"33063",128580,12,"0001d34e","0000cac2",34,33,0,0,20,20,0,0,6,5,3,2,5,6
"33064",128581,13,"0001d4e2","0001d30e",36,31,0,0,25,22,0,0,6,6,4,3,1,0
"33065",128582,14,"0000ccfb","0001dbb4",39,25,1,0,26,16,0,0,5,5,3,4,4,0
"33066",128583,11,"0001dbf1","0001d56b",26,28,0,0,22,19,0,0,3,5,1,4,0,0
"33067",128584,14,"0000c9ba","0001a9cb",23,19,0,0,14,10,0,0,5,4,4,2,0,3
"33068",128585,10,"0001dbb0","0001dbc5",27,31,0,0,16,18,0,0,5,6,3,3,3,4
"33069",128586,11,"0000cee6","0000ccfb",31,32,0,0,22,20,0,0,5,6,3,3,1,3
"33070",128587,11,"0001dbd4","0001d56a",30,32,0,0,21,23,0,0,6,5,3,4,0,0
"33071",128588,11,"0000cabe","0000cc35",11,24,0,0,6,15,0,0,4,6,1,2,0,1
"33072",128589,11,"0001d585","0001dbcb",36,34,1,0,24,25,0,0,6,6,5,2,0,1
"33073",128590,10,"0001dc20","0001dc14",35,32,0,0,23,22,0,0,6,6,4,3,2,1
"33074",128591,14,"0001d353","0000cab9",43,38,1,0,29,22,0,1,5,6,5,5,3,4
"33075",128592,14,"0001d588","0001dbd6",19,23,0,0,12,15,0,0,5,4,2,4,0,0
"33076",128593,10,"0001dbc8","0001d3a8",27,29,0,0,15,18,0,0,4,6,5,5,3,0
"33078",128595,14,"0001dbfe","0001dba7",26,24,0,0,18,16,0,0,5,4,3,4,0,0
"33079",128596,13,"0000cbf8","0000c9ba",33,31,0,0,23,23,0,0,5,3,3,5,2,0
"33080",128597,10,"0001db88","0001d49a",27,30,0,0,14,17,0,0,6,4,5,4,2,5
"33081",128598,13,"0001d32b","0001db9d",39,36,1,0,25,21,0,0,5,6,5,5,3,4
"33083",128599,13,"0001d3a9","0001db8e",30,23,0,0,17,15,0,0,5,4,5,3,3,1
"33084",128600,13,"0001dbc3","0001a9c1",30,27,0,1,21,21,0,0,6,4,3,1,0,0
"33086",128602,14,"0001d56a","0001dba7",29,30,0,0,20,20,0,0,5,4,4,3,0,3
"33087",128603,10,"0001d5e1","0001a9bf",30,33,0,0,19,22,0,0,6,6,3,3,2,2
"33088",128604,13,"0001d3a0","0001dba3",42,33,0,0,30,21,0,0,6,5,4,5,2,2
"33089",128605,12,"0000ce20","0001d2d3",22,24,0,0,15,14,0,0,3,5,1,4,3,1
"33090",128606,13,"0001d570","0001dc20",31,40,0,0,21,26,0,0,5,6,4,5,1,3
"33091",128607,12,"0001d3a9","0001dbe1",29,33,0,0,19,20,0,0,6,6,4,5,0,2
"33092",128608,10,"0000ccfb","0001d8b4",37,39,0,0,22,21,1,1,6,6,4,6,4,5
"33093",128609,12,"0001d668","0001dc0b",30,32,0,0,20,22,0,0,5,5,4,4,1,1
"33094",128610,14,"0001d674","0001dbc2",28,28,0,0,13,16,0,0,6,4,3,4,6,4
"33095",128611,10,"0001d8b2","0001a9cb",31,28,0,0,21,18,0,0,5,5,3,2,2,3
"33096",128612,14,"0001b109","0000cccf",49,44,1,1,29,27,2,1,6,6,6,4,5,5
"33097",128613,10,"0001d66b","0001d3a6",30,26,0,0,20,18,0,0,6,5,3,3,1,0
"33098",128614,11,"0000cc4c","0001ae1b",24,27,0,0,19,18,0,0,5,6,0,3,0,0
"33099",128615,14,"0001d66f","0001dbb3",45,45,0,0,27,27,0,0,6,6,6,5,6,7
"33100",128616,13,"0001d2d3","0000c9b9",36,27,2,0,26,20,0,0,5,6,3,1,0,0
"33101",128617,12,"0001dc0b","0000cac2",21,23,0,0,15,15,0,0,3,5,2,2,1,1
"33102",128618,12,"0001d457","0001d66f",30,35,0,0,24,23,0,0,3,6,3,4,0,2
"33103",128619,10,"0001a9cc","0001dbfe",35,30,1,0,23,16,0,0,6,6,3,4,2,4
"33104",128620,13,"0001a9cc","0001a9cb",30,30,0,0,22,20,0,0,6,5,1,4,1,1
"33105",128621,13,"0001d591","0001dbf5",30,33,0,1,21,22,0,0,6,5,3,5,0,0
"33106",128622,12,"0000c9b7","0001ae09",22,28,0,0,17,21,0,0,4,5,1,2,0,0
"33107",128623,14,"0001d457","0001b105",18,24,0,0,14,17,0,0,2,4,2,3,0,0
"33109",128624,10,"0001d66c","0001d592",21,22,0,0,13,15,0,0,5,4,3,3,0,0
"33110",128625,10,"0000cee9","0001d3a4",34,35,0,1,23,21,0,1,6,6,4,5,1,1
